Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2020,Chelan,WA,Truck,0,0,0,"22,555","22,555",0.00
March 31 2020,Clallam,WA,Truck,1,0,1,"21,822","21,823",0.00
March 31 2020,Clallam,WA,Passenger,214,167,381,"50,665","51,046",0.75
March 31 2020,Clark,WA,Truck,0,0,0,"82,064","82,064",0.00
March 31 2020,Clark,WA,Passenger,"1,984","1,062","3,046","320,353","323,399",0.94
March 31 2020,Columbia,WA,Truck,0,0,0,"1,534","1,534",0.00
March 31 2020,Columbia,WA,Passenger,3,3,6,"2,416","2,422",0.25
March 31 2020,Cowlitz,WA,Truck,0,0,0,"28,861","28,861",0.00
March 31 2020,Cowlitz,WA,Passenger,134,114,248,"73,187","73,435",0.34
March 31 2020,Douglas,WA,Truck,0,0,0,"12,332","12,332",0.00
March 31 2020,Douglas,WA,Passenger,71,40,111,"28,179","28,290",0.39
March 31 2020,Ferry,WA,Truck,0,0,0,"3,562","3,562",0.00
March 31 2020,Ferry,WA,Passenger,5,3,8,"4,367","4,375",0.18
March 31 2020,Franklin,WA,Truck,0,0,0,"19,905","19,905",0.00
March 31 2020,Franklin,WA,Passenger,58,77,135,"61,031","61,166",0.22
March 31 2020,Garfield,WA,Passenger,0,1,1,"1,352","1,353",0.07
March 31 2020,Garfield,WA,Truck,0,0,0,976,976,0.00
March 31 2020,Grant,WA,Passenger,58,71,129,"65,505","65,634",0.20
March 31 2020,Grant,WA,Truck,0,0,0,"27,064","27,064",0.00
March 31 2020,Grays Harbor,WA,Truck,0,0,0,"20,787","20,787",0.00
March 31 2020,Grays Harbor,WA,Passenger,107,109,216,"48,331","48,547",0.44
March 31 2020,Island,WA,Passenger,404,269,673,"63,316","63,989",1.05
March 31 2020,Island,WA,Truck,1,0,1,"21,280","21,281",0.00
March 31 2020,Jefferson,WA,Passenger,234,141,375,"25,085","25,460",1.47
March 31 2020,Jefferson,WA,Truck,0,0,0,"9,594","9,594",0.00
March 31 2020,King,WA,Truck,5,1,6,"182,485","182,491",0.00
March 31 2020,King,WA,Passenger,"23,895","7,718","31,613","1,397,696","1,429,309",2.21
March 31 2020,Kitsap,WA,Truck,1,0,1,"54,255","54,256",0.00
March 31 2020,Kitsap,WA,Passenger,"1,297",677,"1,974","181,935","183,909",1.07
March 31 2020,Kittitas,WA,Truck,0,0,0,"14,620","14,620",0.00
March 31 2020,Kittitas,WA,Passenger,99,49,148,"30,001","30,149",0.49
March 31 2020,Klickitat,WA,Passenger,51,41,92,"15,602","15,694",0.59
March 31 2020,Klickitat,WA,Truck,0,0,0,"8,274","8,274",0.00
March 31 2020,Lewis,WA,Passenger,105,108,213,"59,211","59,424",0.36
March 31 2020,Lewis,WA,Truck,0,0,0,"26,039","26,039",0.00
March 31 2020,Lincoln,WA,Truck,0,0,0,"4,657","4,657",0.00
March 31 2020,Lincoln,WA,Passenger,2,12,14,"7,756","7,770",0.18
March 31 2020,Mason,WA,Passenger,153,133,286,"47,530","47,816",0.60
March 31 2020,Mason,WA,Truck,0,0,0,"20,578","20,578",0.00
March 31 2020,Okanogan,WA,Truck,0,0,0,"16,462","16,462",0.00
March 31 2020,Okanogan,WA,Passenger,34,31,65,"26,072","26,137",0.25
March 31 2020,Pacific,WA,Truck,0,0,0,"7,711","7,711",0.00
March 31 2020,Pacific,WA,Passenger,29,34,63,"16,025","16,088",0.39
March 31 2020,Pend Oreille,WA,Truck,0,0,0,"5,758","5,758",0.00
March 31 2020,Pend Oreille,WA,Passenger,8,7,15,"9,370","9,385",0.16
March 31 2020,Pierce,WA,Passenger,"2,311","1,694","4,005","551,522","555,527",0.72
March 31 2020,Pierce,WA,Truck,0,0,0,"141,655","141,655",0.00
March 31 2020,San Juan,WA,Truck,0,0,0,"5,936","5,936",0.00
March 31 2020,San Juan,WA,Passenger,291,86,377,"14,283","14,660",2.57
March 31 2020,Skagit,WA,Passenger,391,216,607,"92,187","92,794",0.65
March 31 2020,Skagit,WA,Truck,1,0,1,"32,557","32,558",0.00
March 31 2020,Skamania,WA,Passenger,29,18,47,"8,720","8,767",0.54
March 31 2020,Skamania,WA,Truck,0,0,0,"4,084","4,084",0.00
March 31 2020,Snohomish,WA,Passenger,"4,374","1,760","6,134","537,594","543,728",1.13
March 31 2020,Snohomish,WA,Truck,0,0,0,"123,751","123,751",0.00
March 31 2020,Spokane,WA,Passenger,704,470,"1,174","318,113","319,287",0.37
March 31 2020,Spokane,WA,Truck,1,0,1,"97,494","97,495",0.00
March 31 2020,Stevens,WA,Truck,0,0,0,"18,703","18,703",0.00
March 31 2020,Stevens,WA,Passenger,33,33,66,"31,264","31,330",0.21
March 31 2020,Thurston,WA,Passenger,"1,132",729,"1,861","198,764","200,625",0.93
March 31 2020,Thurston,WA,Truck,0,0,0,"55,714","55,714",0.00
March 31 2020,Wahkiakum,WA,Passenger,6,5,11,"3,007","3,018",0.36
March 31 2020,Wahkiakum,WA,Truck,0,0,0,"1,760","1,760",0.00
March 31 2020,Walla Walla,WA,Passenger,68,63,131,"36,256","36,387",0.36
March 31 2020,Walla Walla,WA,Truck,0,0,0,"13,648","13,648",0.00
March 31 2020,Whatcom,WA,Truck,3,0,3,"43,039","43,042",0.01
March 31 2020,Whatcom,WA,Passenger,"1,060",490,"1,550","151,275","152,825",1.01
March 31 2020,Whitman,WA,Truck,0,0,0,"8,551","8,551",0.00
March 31 2020,Whitman,WA,Passenger,42,46,88,"22,505","22,593",0.39
March 31 2020,Yakima,WA,Truck,0,0,0,"59,606","59,606",0.00
March 31 2020,Yakima,WA,Passenger,125,116,241,"165,878","166,119",0.15
April 30 2020,Adams,WA,Truck,0,0,0,"5,205","5,205",0.00
April 30 2020,Adams,WA,Passenger,7,7,14,"12,758","12,772",0.11
April 30 2020,Asotin,WA,Truck,0,0,0,"6,619","6,619",0.00
April 30 2020,Asotin,WA,Passenger,16,12,28,"12,450","12,478",0.22
April 30 2020,Benton,WA,Truck,0,0,0,"42,486","42,486",0.00
April 30 2020,Benton,WA,Passenger,348,322,670,"134,600","135,270",0.50
April 30 2020,Chelan,WA,Truck,0,0,0,"22,462","22,462",0.00
April 30 2020,Chelan,WA,Passenger,224,80,304,"54,247","54,551",0.56
April 30 2020,Clallam,WA,Truck,1,0,1,"21,701","21,702",0.00
April 30 2020,Clallam,WA,Passenger,219,167,386,"50,345","50,731",0.76
April 30 2020,Clark,WA,Passenger,"1,993","1,057","3,050","318,814","321,864",0.95
April 30 2020,Clark,WA,Truck,0,0,0,"81,854","81,854",0.00
April 30 2020,Columbia,WA,Passenger,3,3,6,"2,407","2,413",0.25
April 30 2020,Columbia,WA,Truck,0,0,0,"1,525","1,525",0.00
April 30 2020,Cowlitz,WA,Truck,0,0,0,"28,773","28,773",0.00
April 30 2020,Cowlitz,WA,Passenger,136,115,251,"72,739","72,990",0.34
April 30 2020,Douglas,WA,Truck,0,0,0,"12,270","12,270",0.00
April 30 2020,Douglas,WA,Passenger,69,40,109,"28,023","28,132",0.39
April 30 2020,Ferry,WA,Passenger,5,3,8,"4,333","4,341",0.18
April 30 2020,Ferry,WA,Truck,0,0,0,"3,540","3,540",0.00
April 30 2020,Franklin,WA,Passenger,58,76,134,"60,746","60,880",0.22
April 30 2020,Franklin,WA,Truck,0,0,0,"19,847","19,847",0.00
April 30 2020,Garfield,WA,Passenger,0,1,1,"1,342","1,343",0.07
April 30 2020,Garfield,WA,Truck,0,0,0,968,968,0.00
April 30 2020,Grant,WA,Passenger,59,71,130,"65,280","65,410",0.20
April 30 2020,Grant,WA,Truck,0,0,0,"27,005","27,005",0.00
April 30 2020,Grays Harbor,WA,Passenger,106,110,216,"48,083","48,299",0.45
April 30 2020,Grays Harbor,WA,Truck,0,0,0,"20,729","20,729",0.00
April 30 2020,Island,WA,Truck,1,0,1,"21,165","21,166",0.00
April 30 2020,Island,WA,Passenger,403,270,673,"62,937","63,610",1.06
April 30 2020,Jefferson,WA,Truck,0,0,0,"9,531","9,531",0.00
April 30 2020,Jefferson,WA,Passenger,234,142,376,"24,922","25,298",1.49
April 30 2020,King,WA,Passenger,"24,097","7,691","31,788","1,386,635","1,418,423",2.24
April 30 2020,King,WA,Truck,5,1,6,"181,588","181,594",0.00
April 30 2020,Kitsap,WA,Passenger,"1,312",679,"1,991","180,706","182,697",1.09
April 30 2020,Kitsap,WA,Truck,1,0,1,"53,950","53,951",0.00
April 30 2020,Kittitas,WA,Passenger,102,49,151,"29,860","30,011",0.50
April 30 2020,Kittitas,WA,Truck,0,0,0,"14,593","14,593",0.00
April 30 2020,Klickitat,WA,Truck,0,0,0,"8,194","8,194",0.00
April 30 2020,Klickitat,WA,Passenger,53,41,94,"15,430","15,524",0.61
April 30 2020,Lewis,WA,Truck,0,0,0,"25,987","25,987",0.00
April 30 2020,Lewis,WA,Passenger,99,106,205,"58,653","58,858",0.35
April 30 2020,Lincoln,WA,Truck,0,0,0,"4,625","4,625",0.00
April 30 2020,Lincoln,WA,Passenger,4,12,16,"7,682","7,698",0.21
April 30 2020,Mason,WA,Truck,0,0,0,"20,534","20,534",0.00
April 30 2020,Mason,WA,Passenger,155,133,288,"47,233","47,521",0.61
April 30 2020,Okanogan,WA,Passenger,34,31,65,"25,896","25,961",0.25
April 30 2020,Okanogan,WA,Truck,0,0,0,"16,388","16,388",0.00
April 30 2020,Pacific,WA,Passenger,30,34,64,"15,837","15,901",0.40
April 30 2020,Pacific,WA,Truck,0,0,0,"7,666","7,666",0.00
April 30 2020,Pend Oreille,WA,Passenger,8,6,14,"9,257","9,271",0.15
April 30 2020,Pend Oreille,WA,Truck,0,0,0,"5,741","5,741",0.00
April 30 2020,Pierce,WA,Truck,0,0,0,"141,198","141,198",0.00
April 30 2020,Pierce,WA,Passenger,"2,349","1,682","4,031","549,236","553,267",0.73
April 30 2020,San Juan,WA,Passenger,295,88,383,"14,159","14,542",2.63
April 30 2020,San Juan,WA,Truck,0,0,0,"5,902","5,902",0.00
April 30 2020,Skagit,WA,Truck,1,0,1,"32,392","32,393",0.00
April 30 2020,Skagit,WA,Passenger,397,215,612,"91,511","92,123",0.66
April 30 2020,Skamania,WA,Truck,0,0,0,"4,055","4,055",0.00
April 30 2020,Skamania,WA,Passenger,29,17,46,"8,619","8,665",0.53
April 30 2020,Snohomish,WA,Truck,0,0,0,"123,343","123,343",0.00
April 30 2020,Snohomish,WA,Passenger,"4,404","1,754","6,158","535,382","541,540",1.14
April 30 2020,Spokane,WA,Passenger,711,470,"1,181","316,425","317,606",0.37
April 30 2020,Spokane,WA,Truck,1,0,1,"97,436","97,437",0.00
April 30 2020,Stevens,WA,Passenger,33,33,66,"30,970","31,036",0.21
April 30 2020,Stevens,WA,Truck,0,0,0,"18,613","18,613",0.00
April 30 2020,Thurston,WA,Truck,0,0,0,"55,534","55,534",0.00
April 30 2020,Thurston,WA,Passenger,"1,142",731,"1,873","197,646","199,519",0.94
April 30 2020,Wahkiakum,WA,Truck,0,0,0,"1,760","1,760",0.00
April 30 2020,Wahkiakum,WA,Passenger,6,5,11,"2,974","2,985",0.37
April 30 2020,Walla Walla,WA,Truck,0,0,0,"13,622","13,622",0.00
April 30 2020,Walla Walla,WA,Passenger,69,63,132,"36,019","36,151",0.37
April 30 2020,Whatcom,WA,Passenger,"1,061",490,"1,551","150,194","151,745",1.02
April 30 2020,Whatcom,WA,Truck,3,0,3,"42,846","42,849",0.01
April 30 2020,Whitman,WA,Truck,0,0,0,"8,534","8,534",0.00
April 30 2020,Whitman,WA,Passenger,44,48,92,"22,336","22,428",0.41
April 30 2020,Yakima,WA,Truck,0,0,0,"59,526","59,526",0.00
April 30 2020,Yakima,WA,Passenger,130,115,245,"165,302","165,547",0.15
May 31 2020,Adams,WA,Passenger,8,7,15,"12,721","12,736",0.12
May 31 2020,Adams,WA,Truck,0,0,0,"5,216","5,216",0.00
May 31 2020,Asotin,WA,Truck,0,0,0,"6,590","6,590",0.00
May 31 2020,Asotin,WA,Passenger,16,12,28,"12,344","12,372",0.23
May 31 2020,Benton,WA,Truck,0,0,0,"42,474","42,474",0.00
May 31 2020,Benton,WA,Passenger,354,322,676,"134,210","134,886",0.50
May 31 2020,Chelan,WA,Passenger,228,78,306,"54,128","54,434",0.56
May 31 2020,Chelan,WA,Truck,0,0,0,"22,438","22,438",0.00
May 31 2020,Clallam,WA,Passenger,222,166,388,"50,120","50,508",0.77
May 31 2020,Clallam,WA,Truck,1,0,1,"21,676","21,677",0.00
May 31 2020,Clark,WA,Passenger,"2,004","1,056","3,060","317,563","320,623",0.95
May 31 2020,Clark,WA,Truck,0,0,0,"81,909","81,909",0.00
May 31 2020,Columbia,WA,Passenger,4,3,7,"2,405","2,412",0.29
May 31 2020,Columbia,WA,Truck,0,0,0,"1,523","1,523",0.00
May 31 2020,Cowlitz,WA,Passenger,136,115,251,"72,380","72,631",0.35
May 31 2020,Cowlitz,WA,Truck,0,0,0,"28,767","28,767",0.00
May 31 2020,Douglas,WA,Passenger,69,40,109,"27,969","28,078",0.39
May 31 2020,Douglas,WA,Truck,0,0,0,"12,280","12,280",0.00
May 31 2020,Ferry,WA,Truck,0,0,0,"3,537","3,537",0.00
May 31 2020,Ferry,WA,Passenger,5,3,8,"4,333","4,341",0.18
May 31 2020,Franklin,WA,Passenger,58,75,133,"60,586","60,719",0.22
May 31 2020,Franklin,WA,Truck,0,0,0,"19,873","19,873",0.00
May 31 2020,Garfield,WA,Truck,0,0,0,967,967,0.00
May 31 2020,Garfield,WA,Passenger,0,1,1,"1,349","1,350",0.07
May 31 2020,Grant,WA,Truck,0,0,0,"26,991","26,991",0.00
May 31 2020,Grant,WA,Passenger,59,70,129,"65,218","65,347",0.20
May 31 2020,Grays Harbor,WA,Passenger,106,111,217,"48,028","48,245",0.45
May 31 2020,Grays Harbor,WA,Truck,0,0,0,"20,772","20,772",0.00
May 31 2020,Island,WA,Passenger,407,270,677,"62,886","63,563",1.07
May 31 2020,Island,WA,Truck,1,0,1,"21,154","21,155",0.00
May 31 2020,Jefferson,WA,Truck,0,0,0,"9,510","9,510",0.00
May 31 2020,Jefferson,WA,Passenger,233,141,374,"24,836","25,210",1.48
May 31 2020,King,WA,Truck,5,1,6,"181,482","181,488",0.00
May 31 2020,King,WA,Passenger,"24,028","7,683","31,711","1,375,572","1,407,283",2.25
May 31 2020,Kitsap,WA,Truck,0,0,0,"53,908","53,908",0.00
May 31 2020,Kitsap,WA,Passenger,"1,312",681,"1,993","179,800","181,793",1.10
May 31 2020,Kittitas,WA,Passenger,103,48,151,"29,781","29,932",0.50
May 31 2020,Kittitas,WA,Truck,0,0,0,"14,553","14,553",0.00
May 31 2020,Klickitat,WA,Passenger,53,40,93,"15,278","15,371",0.61
May 31 2020,Klickitat,WA,Truck,0,0,0,"8,121","8,121",0.00
May 31 2020,Lewis,WA,Truck,0,0,0,"26,010","26,010",0.00
May 31 2020,Lewis,WA,Passenger,99,108,207,"58,240","58,447",0.35
May 31 2020,Lincoln,WA,Truck,0,0,0,"4,616","4,616",0.00
May 31 2020,Lincoln,WA,Passenger,4,12,16,"7,646","7,662",0.21
May 31 2020,Mason,WA,Passenger,157,135,292,"47,200","47,492",0.61
May 31 2020,Mason,WA,Truck,0,0,0,"20,511","20,511",0.00
May 31 2020,Okanogan,WA,Passenger,34,33,67,"25,884","25,951",0.26
May 31 2020,Okanogan,WA,Truck,0,0,0,"16,396","16,396",0.00
May 31 2020,Pacific,WA,Passenger,31,33,64,"15,703","15,767",0.41
May 31 2020,Pacific,WA,Truck,0,0,0,"7,628","7,628",0.00
May 31 2020,Pend Oreille,WA,Passenger,7,6,13,"9,217","9,230",0.14
May 31 2020,Pend Oreille,WA,Truck,0,0,0,"5,743","5,743",0.00
May 31 2020,Pierce,WA,Passenger,"2,353","1,675","4,028","547,971","551,999",0.73
May 31 2020,Pierce,WA,Truck,0,0,0,"141,378","141,378",0.00
May 31 2020,San Juan,WA,Passenger,298,91,389,"14,064","14,453",2.69
May 31 2020,San Juan,WA,Truck,0,0,0,"5,864","5,864",0.00
May 31 2020,Skagit,WA,Passenger,400,216,616,"91,202","91,818",0.67
May 31 2020,Skagit,WA,Truck,1,0,1,"32,394","32,395",0.00
May 31 2020,Skamania,WA,Passenger,30,17,47,"8,528","8,575",0.55
May 31 2020,Skamania,WA,Truck,0,0,0,"4,030","4,030",0.00
May 31 2020,Snohomish,WA,Truck,0,0,0,"123,391","123,391",0.00
May 31 2020,Snohomish,WA,Passenger,"4,406","1,751","6,157","534,068","540,225",1.14
May 31 2020,Spokane,WA,Truck,1,0,1,"97,731","97,732",0.00
May 31 2020,Spokane,WA,Passenger,721,476,"1,197","315,148","316,345",0.38
May 31 2020,Stevens,WA,Passenger,34,33,67,"30,737","30,804",0.22
May 31 2020,Stevens,WA,Truck,0,0,0,"18,600","18,600",0.00
May 31 2020,Thurston,WA,Passenger,"1,137",734,"1,871","196,978","198,849",0.94
May 31 2020,Thurston,WA,Truck,0,0,0,"55,535","55,535",0.00
May 31 2020,Wahkiakum,WA,Passenger,6,6,12,"2,966","2,978",0.40
May 31 2020,Wahkiakum,WA,Truck,0,0,0,"1,759","1,759",0.00
May 31 2020,Walla Walla,WA,Passenger,70,62,132,"35,838","35,970",0.37
May 31 2020,Walla Walla,WA,Truck,0,0,0,"13,671","13,671",0.00
May 31 2020,Whatcom,WA,Truck,3,0,3,"42,859","42,862",0.01
May 31 2020,Whatcom,WA,Passenger,"1,063",496,"1,559","149,354","150,913",1.03
May 31 2020,Whitman,WA,Passenger,45,48,93,"22,198","22,291",0.42
May 31 2020,Whitman,WA,Truck,0,0,0,"8,516","8,516",0.00
May 31 2020,Yakima,WA,Truck,0,0,0,"59,581","59,581",0.00
May 31 2020,Yakima,WA,Passenger,132,117,249,"165,062","165,311",0.15
June 30 2020,Adams,WA,Truck,0,0,0,"5,263","5,263",0.00
June 30 2020,Adams,WA,Passenger,9,7,16,"12,788","12,804",0.12
June 30 2020,Asotin,WA,Passenger,16,12,28,"12,328","12,356",0.23
June 30 2020,Asotin,WA,Truck,0,0,0,"6,642","6,642",0.00
June 30 2020,Benton,WA,Passenger,359,322,681,"134,273","134,954",0.50
June 30 2020,Benton,WA,Truck,0,0,0,"42,704","42,704",0.00
June 30 2020,Chelan,WA,Passenger,231,78,309,"54,205","54,514",0.57
June 30 2020,Chelan,WA,Truck,0,0,0,"22,524","22,524",0.00
June 30 2020,Clallam,WA,Truck,1,0,1,"21,766","21,767",0.00
June 30 2020,Clallam,WA,Passenger,228,169,397,"50,096","50,493",0.79
June 30 2020,Clark,WA,Passenger,"2,015","1,058","3,073","317,762","320,835",0.96
June 30 2020,Clark,WA,Truck,0,0,0,"82,242","82,242",0.00
June 30 2020,Columbia,WA,Passenger,4,3,7,"2,415","2,422",0.29
June 30 2020,Columbia,WA,Truck,0,0,0,"1,532","1,532",0.00
June 30 2020,Cowlitz,WA,Truck,0,0,0,"28,875","28,875",0.00
June 30 2020,Cowlitz,WA,Passenger,138,115,253,"72,340","72,593",0.35
June 30 2020,Douglas,WA,Passenger,71,40,111,"28,008","28,119",0.39
June 30 2020,Douglas,WA,Truck,0,0,0,"12,309","12,309",0.00
June 30 2020,Ferry,WA,Passenger,5,3,8,"4,332","4,340",0.18
June 30 2020,Ferry,WA,Truck,0,0,0,"3,552","3,552",0.00
June 30 2020,Franklin,WA,Truck,0,0,0,"19,976","19,976",0.00
June 30 2020,Franklin,WA,Passenger,60,76,136,"60,657","60,793",0.22
June 30 2020,Garfield,WA,Passenger,0,1,1,"1,353","1,354",0.07
June 30 2020,Garfield,WA,Truck,0,0,0,974,974,0.00
June 30 2020,Grant,WA,Truck,0,0,0,"27,092","27,092",0.00
June 30 2020,Grant,WA,Passenger,59,71,130,"65,251","65,381",0.20
June 30 2020,Grays Harbor,WA,Truck,0,0,0,"20,911","20,911",0.00
June 30 2020,Grays Harbor,WA,Passenger,106,111,217,"48,158","48,375",0.45
June 30 2020,Island,WA,Truck,1,0,1,"21,229","21,230",0.00
June 30 2020,Island,WA,Passenger,418,268,686,"62,901","63,587",1.08
June 30 2020,Jefferson,WA,Truck,0,0,0,"9,533","9,533",0.00
June 30 2020,Jefferson,WA,Passenger,236,139,375,"24,808","25,183",1.49
June 30 2020,King,WA,Passenger,"24,120","7,706","31,826","1,371,661","1,403,487",2.27
June 30 2020,King,WA,Truck,5,1,6,"182,242","182,248",0.00
June 30 2020,Kitsap,WA,Truck,0,0,0,"54,108","54,108",0.00
June 30 2020,Kitsap,WA,Passenger,"1,330",689,"2,019","179,971","181,990",1.11
June 30 2020,Kittitas,WA,Truck,0,0,0,"14,590","14,590",0.00
June 30 2020,Kittitas,WA,Passenger,100,47,147,"29,807","29,954",0.49
June 30 2020,Klickitat,WA,Passenger,53,41,94,"15,178","15,272",0.62
June 30 2020,Klickitat,WA,Truck,0,0,0,"8,102","8,102",0.00
June 30 2020,Lewis,WA,Passenger,102,111,213,"58,174","58,387",0.36
June 30 2020,Lewis,WA,Truck,0,0,0,"26,217","26,217",0.00
June 30 2020,Lincoln,WA,Passenger,5,12,17,"7,630","7,647",0.22
June 30 2020,Lincoln,WA,Truck,0,0,0,"4,622","4,622",0.00
June 30 2020,Mason,WA,Passenger,159,133,292,"47,296","47,588",0.61
June 30 2020,Mason,WA,Truck,0,0,0,"20,607","20,607",0.00
June 30 2020,Okanogan,WA,Passenger,36,33,69,"25,853","25,922",0.27
June 30 2020,Okanogan,WA,Truck,0,0,0,"16,448","16,448",0.00
June 30 2020,Pacific,WA,Passenger,33,33,66,"15,754","15,820",0.42
June 30 2020,Pacific,WA,Truck,0,0,0,"7,702","7,702",0.00
June 30 2020,Pend Oreille,WA,Passenger,7,6,13,"9,243","9,256",0.14
June 30 2020,Pend Oreille,WA,Truck,0,0,0,"5,762","5,762",0.00
June 30 2020,Pierce,WA,Passenger,"2,382","1,693","4,075","550,055","554,130",0.74
June 30 2020,Pierce,WA,Truck,0,0,0,"142,235","142,235",0.00
June 30 2020,San Juan,WA,Truck,0,0,0,"5,855","5,855",0.00
June 30 2020,San Juan,WA,Passenger,302,93,395,"13,970","14,365",2.75
June 30 2020,Skagit,WA,Passenger,407,221,628,"91,189","91,817",0.68
June 30 2020,Skagit,WA,Truck,1,0,1,"32,476","32,477",0.00
June 30 2020,Skamania,WA,Truck,0,0,0,"4,013","4,013",0.00
June 30 2020,Skamania,WA,Passenger,31,18,49,"8,484","8,533",0.57
June 30 2020,Snohomish,WA,Passenger,"4,438","1,768","6,206","534,734","540,940",1.15
June 30 2020,Snohomish,WA,Truck,0,0,0,"123,969","123,969",0.00
June 30 2020,Spokane,WA,Passenger,730,484,"1,214","315,589","316,803",0.38
June 30 2020,Spokane,WA,Truck,1,0,1,"98,375","98,376",0.00
June 30 2020,Stevens,WA,Truck,0,0,0,"18,645","18,645",0.00
June 30 2020,Stevens,WA,Passenger,36,33,69,"30,656","30,725",0.22
June 30 2020,Thurston,WA,Truck,0,0,0,"55,782","55,782",0.00
June 30 2020,Thurston,WA,Passenger,"1,145",737,"1,882","197,065","198,947",0.95
June 30 2020,Wahkiakum,WA,Truck,0,0,0,"1,737","1,737",0.00
June 30 2020,Wahkiakum,WA,Passenger,6,6,12,"2,992","3,004",0.40
June 30 2020,Walla Walla,WA,Truck,0,0,0,"13,746","13,746",0.00
June 30 2020,Walla Walla,WA,Passenger,73,62,135,"35,850","35,985",0.38
June 30 2020,Whatcom,WA,Truck,3,0,3,"43,020","43,023",0.01
June 30 2020,Whatcom,WA,Passenger,"1,067",499,"1,566","149,307","150,873",1.04
June 30 2020,Whitman,WA,Passenger,44,48,92,"22,164","22,256",0.41
June 30 2020,Whitman,WA,Truck,0,0,0,"8,511","8,511",0.00
June 30 2020,Yakima,WA,Truck,0,0,0,"59,906","59,906",0.00
June 30 2020,Yakima,WA,Passenger,133,119,252,"165,395","165,647",0.15
July 31 2020,Adams,WA,Passenger,9,7,16,"12,868","12,884",0.12
July 31 2020,Adams,WA,Truck,0,0,0,"5,283","5,283",0.00
July 31 2020,Asotin,WA,Passenger,16,12,28,"12,385","12,413",0.23
July 31 2020,Asotin,WA,Truck,0,0,0,"6,657","6,657",0.00
July 31 2020,Benton,WA,Truck,0,0,0,"42,882","42,882",0.00
July 31 2020,Benton,WA,Passenger,373,322,695,"134,351","135,046",0.51
July 31 2020,Chelan,WA,Passenger,240,82,322,"54,250","54,572",0.59
July 31 2020,Chelan,WA,Truck,0,0,0,"22,631","22,631",0.00
July 31 2020,Clallam,WA,Passenger,237,170,407,"50,058","50,465",0.81
July 31 2020,Clallam,WA,Truck,1,0,1,"21,702","21,703",0.00
July 31 2020,Clark,WA,Passenger,"2,098","1,066","3,164","318,041","321,205",0.99
July 31 2020,Clark,WA,Truck,0,0,0,"82,446","82,446",0.00
July 31 2020,Columbia,WA,Truck,0,0,0,"1,541","1,541",0.00
July 31 2020,Columbia,WA,Passenger,4,3,7,"2,418","2,425",0.29
July 31 2020,Cowlitz,WA,Truck,0,0,0,"28,886","28,886",0.00
July 31 2020,Cowlitz,WA,Passenger,146,117,263,"72,253","72,516",0.36
July 31 2020,Douglas,WA,Truck,0,0,0,"12,353","12,353",0.00
July 31 2020,Douglas,WA,Passenger,75,41,116,"28,057","28,173",0.41
July 31 2020,Ferry,WA,Truck,0,0,0,"3,566","3,566",0.00
July 31 2020,Ferry,WA,Passenger,7,3,10,"4,332","4,342",0.23
July 31 2020,Franklin,WA,Passenger,65,79,144,"60,793","60,937",0.24
July 31 2020,Franklin,WA,Truck,0,0,0,"20,099","20,099",0.00
July 31 2020,Garfield,WA,Passenger,0,1,1,"1,352","1,353",0.07
July 31 2020,Garfield,WA,Truck,0,0,0,988,988,0.00
July 31 2020,Grant,WA,Truck,0,0,0,"27,184","27,184",0.00
July 31 2020,Grant,WA,Passenger,61,75,136,"65,296","65,432",0.21
July 31 2020,Grays Harbor,WA,Truck,0,0,0,"20,981","20,981",0.00
July 31 2020,Grays Harbor,WA,Passenger,109,112,221,"48,300","48,521",0.46
July 31 2020,Island,WA,Truck,1,0,1,"21,253","21,254",0.00
July 31 2020,Island,WA,Passenger,428,272,700,"62,970","63,670",1.10
July 31 2020,Jefferson,WA,Passenger,249,142,391,"24,748","25,139",1.56
July 31 2020,Jefferson,WA,Truck,0,0,0,"9,542","9,542",0.00
July 31 2020,King,WA,Truck,7,1,8,"183,026","183,034",0.00
July 31 2020,King,WA,Passenger,"24,916","7,747","32,663","1,371,815","1,404,478",2.33
July 31 2020,Kitsap,WA,Truck,0,0,0,"54,190","54,190",0.00
July 31 2020,Kitsap,WA,Passenger,"1,376",699,"2,075","180,046","182,121",1.14
July 31 2020,Kittitas,WA,Passenger,105,47,152,"29,764","29,916",0.51
July 31 2020,Kittitas,WA,Truck,0,0,0,"14,563","14,563",0.00
July 31 2020,Klickitat,WA,Passenger,56,43,99,"15,120","15,219",0.65
July 31 2020,Klickitat,WA,Truck,0,0,0,"8,117","8,117",0.00
July 31 2020,Lewis,WA,Passenger,107,115,222,"58,135","58,357",0.38
July 31 2020,Lewis,WA,Truck,0,0,0,"26,293","26,293",0.00
July 31 2020,Lincoln,WA,Truck,0,0,0,"4,659","4,659",0.00
July 31 2020,Lincoln,WA,Passenger,5,11,16,"7,654","7,670",0.21
July 31 2020,Mason,WA,Truck,0,0,0,"20,718","20,718",0.00
July 31 2020,Mason,WA,Passenger,160,132,292,"47,394","47,686",0.61
July 31 2020,Okanogan,WA,Passenger,37,34,71,"25,928","25,999",0.27
July 31 2020,Okanogan,WA,Truck,0,0,0,"16,495","16,495",0.00
